study_slug,testament,book,chapter,study_passages,occasion_count,distinct_collection_types,distinct_seasons,max_occurrence_count,has_pascha,has_major_feast,has_inferred_only,has_removed_historical
ecclesiastes-12-remember-your-creator-and-fear-god,Old Testament,Ecclesiastes,12,Ecclesiastes 12,0,0,0,0,false,false,false,false
ecclesiastes-3-a-time-for-everything-and-eternity-in-the-heart,Old Testament,Ecclesiastes,3,Ecclesiastes 3,0,0,0,0,false,false,false,false
ecclesiastes-4-oppression-envy-solitude-and-companionship,Old Testament,Ecclesiastes,4,Ecclesiastes 4,0,0,0,0,false,false,false,false
ecclesiastes-5-1-7-few-words-before-god,Old Testament,Ecclesiastes,5,Ecclesiastes 5,0,0,0,0,false,false,false,false
ecclesiastes-5-8-6-12-wealth-that-cannot-save,Old Testament,Ecclesiastes,5,Ecclesiastes 5,0,0,0,0,false,false,false,false
ecclesiastes-7-sorrow-wisdom-and-the-straightness-god-made,Old Testament,Ecclesiastes,7,Ecclesiastes 7,0,0,0,0,false,false,false,false
ecclesiastes-8-authority-judgment-and-hidden-providence,Old Testament,Ecclesiastes,8,Ecclesiastes 8,0,0,0,0,false,false,false,false
ecclesiastes-9-death-joy-and-faithfulness-in-ordinary-gifts,Old Testament,Ecclesiastes,9,Ecclesiastes 9,0,0,0,0,false,false,false,false
esther-1-2-dream-empire-and-hidden-faithfulness,Old Testament,Esther with Greek Additions,1,Esther 1; Esther 2,0,0,0,0,false,false,false,false
esther-3-4-the-decree-the-fast-and-holy-intercession,Old Testament,Esther with Greek Additions,3,Esther 3; Esther 4,0,0,0,0,false,false,false,false
esther-5-7-esther-before-the-king-and-haman-s-fall,Old Testament,Esther with Greek Additions,5,Esther 5; Esther 6; Esther 7,0,0,0,0,false,false,false,false
esther-8-the-counter-decree-and-shared-deliverance,Old Testament,Esther with Greek Additions,8,Esther 8,0,0,0,0,false,false,false,false
esther-9-10-purim-restraint-and-mordecai-s-interpretation,Old Testament,Esther with Greek Additions,9,Esther 9; Esther 10,0,0,0,0,false,false,false,false
exodus-1-oppression-midwives-and-the-fear-of-god,Old Testament,Exodus,1,Exodus 1,0,0,0,0,false,false,false,false
exodus-11-the-final-plague-announced,Old Testament,Exodus,11,Exodus 11,1,0,1,1,false,false,true,false
exodus-12-passover-blood-and-the-exodus,Old Testament,Exodus,12,Exodus 12,1,0,1,1,true,false,true,true
exodus-13-consecration-unleavened-bread-and-the-cloud,Old Testament,Exodus,13,Exodus 13,2,0,1,1,true,false,true,false
exodus-13-consecration-unleavened-bread-and-the-pillar,Old Testament,Exodus,13,Exodus 13,2,0,1,1,true,false,true,false
exodus-14-15-the-red-sea-crossing-and-the-song-of-moses,Old Testament,Exodus,14,Exodus 14; Exodus 15,3,0,1,1,true,false,true,true
exodus-14-the-red-sea-crossing,Old Testament,Exodus,14,Exodus 14,2,0,1,1,true,false,true,false
exodus-15-song-of-moses-and-bitter-waters,Old Testament,Exodus,15,Exodus 15,3,0,1,1,true,false,true,true
exodus-16-manna-bread-from-heaven,Old Testament,Exodus,16,Exodus 16,1,0,1,1,true,false,true,true
exodus-16-manna-bread-from-heaven-and-sabbath-training,Old Testament,Exodus,16,Exodus 16,1,0,1,1,true,false,true,true
exodus-17-18-water-from-the-rock-amalek-and-shared-leadership,Old Testament,Exodus,17,Exodus 17; Exodus 18,3,0,1,1,true,false,true,false
exodus-17-water-from-the-rock-and-amalek,Old Testament,Exodus,17,Exodus 17,3,0,1,1,true,false,true,false
exodus-18-jethro-and-shared-judgment,Old Testament,Exodus,18,Exodus 18,0,0,0,0,false,false,false,false
exodus-19-sinai-and-the-priestly-people,Old Testament,Exodus,19,Exodus 19,1,0,1,1,true,false,true,false
exodus-2-moses-hidden-drawn-out-and-exiled,Old Testament,Exodus,2,Exodus 2,1,0,1,1,false,false,true,false
exodus-20-the-ten-commandments,Old Testament,Exodus,20,Exodus 20,0,0,0,0,false,false,false,false
exodus-21-23-the-book-of-the-covenant,Old Testament,Exodus,21,Exodus 21; Exodus 22; Exodus 23,0,0,0,0,false,false,false,false
exodus-24-covenant-blood-and-the-vision-of-god,Old Testament,Exodus,24,Exodus 24,0,0,0,0,false,false,false,false
exodus-25-27-the-tabernacle-pattern,Old Testament,Exodus,25,Exodus 25; Exodus 26; Exodus 27,0,0,0,0,false,false,false,false
exodus-28-29-priesthood-vestments-and-consecration,Old Testament,Exodus,28,Exodus 28; Exodus 29,0,0,0,0,false,false,false,false
exodus-3-research-notes,Old Testament,Exodus,3,Exodus 3,1,0,1,1,false,false,true,false
exodus-3-the-burning-bush-and-the-name-of-god,Old Testament,Exodus,3,Exodus 3,1,0,1,1,false,false,true,false
exodus-30-31-incense-atonement-craftsmen-and-sabbath,Old Testament,Exodus,30,Exodus 30; Exodus 31,0,0,0,0,false,false,false,false
exodus-32-the-golden-calf,Old Testament,Exodus,32,Exodus 32,2,0,1,1,true,false,true,false
exodus-33-presence-glory-and-the-friend-of-god,Old Testament,Exodus,33,Exodus 33,1,0,1,1,true,false,true,false
exodus-34-covenant-renewed-and-moses-radiant,Old Testament,Exodus,34,Exodus 34,0,0,0,0,false,false,false,false
exodus-35-36-willing-offerings-and-spirit-filled-craftsmanship,Old Testament,Exodus,35,Exodus 35; Exodus 36,0,0,0,0,false,false,false,false
exodus-37-38-furnishings-and-court-completed,Old Testament,Exodus,37,Exodus 37; Exodus 38,0,0,0,0,false,false,false,false
exodus-39-priestly-garments-completed,Old Testament,Exodus,39,Exodus 39,0,0,0,0,false,false,false,false
exodus-4-signs-resistance-zipporah-and-return,Old Testament,Exodus,4,Exodus 4,1,0,1,1,false,false,true,false
exodus-40-glory-fills-the-tabernacle,Old Testament,Exodus,40,Exodus 40,0,0,0,0,false,false,false,false
exodus-5-6-pharaoh-resists-and-god-reaffirms-covenant,Old Testament,Exodus,5,Exodus 5; Exodus 6,1,0,1,1,false,false,true,false
exodus-7-8-the-plagues-begin-and-egypts-gods-are-judged,Old Testament,Exodus,7,Exodus 7; Exodus 8,2,0,2,2,true,false,true,false
exodus-9-10-plagues-intensify-and-pharaohs-heart-hardens,Old Testament,Exodus,9,Exodus 9; Exodus 10,1,0,1,1,false,false,true,false
ezekiel-1-the-vision-of-divine-glory,Old Testament,Ezekiel,1,Ezekiel 1,0,0,0,0,false,false,false,false
ezekiel-12-15-exile-signs-false-prophets-and-the-useless-vine,Old Testament,Ezekiel,12,Ezekiel 12; Ezekiel 13; Ezekiel 14; Ezekiel 15,0,0,0,0,false,false,false,false
ezekiel-16-the-unfaithful-bride,Old Testament,Ezekiel,16,Ezekiel 16,0,0,0,0,false,false,false,false
ezekiel-17-eagles-covenant-and-the-tender-cedar,Old Testament,Ezekiel,17,Ezekiel 17,0,0,0,0,false,false,false,false
ezekiel-18-the-soul-that-sins-shall-die,Old Testament,Ezekiel,18,Ezekiel 18,1,0,1,1,true,false,true,false
ezekiel-19-20-lament-and-rebellious-history,Old Testament,Ezekiel,19,Ezekiel 19; Ezekiel 20,3,0,1,1,true,false,true,true
ezekiel-2-3-ezekiel-commissioned,Old Testament,Ezekiel,2,Ezekiel 2; Ezekiel 3,0,0,0,0,false,false,false,false
ezekiel-21-22-sword-and-bloodguilt,Old Testament,Ezekiel,21,Ezekiel 21; Ezekiel 22,4,0,1,1,true,false,true,true
ezekiel-23-oholah-and-oholibah,Old Testament,Ezekiel,23,Ezekiel 23,0,0,0,0,false,false,false,false
ezekiel-24-the-boiling-pot-and-ezekiel-s-bereavement,Old Testament,Ezekiel,24,Ezekiel 24,0,0,0,0,false,false,false,false
ezekiel-25-28-nations-and-tyre,Old Testament,Ezekiel,25,Ezekiel 25; Ezekiel 26; Ezekiel 27; Ezekiel 28,0,0,0,0,false,false,false,false
ezekiel-29-32-egypt-judged,Old Testament,Ezekiel,29,Ezekiel 29; Ezekiel 30; Ezekiel 31; Ezekiel 32,0,0,0,0,false,false,false,false
ezekiel-33-watchman-and-news-of-the-fall,Old Testament,Ezekiel,33,Ezekiel 33,0,0,0,0,false,false,false,false
ezekiel-34-false-shepherds-and-the-true-shepherd,Old Testament,Ezekiel,34,Ezekiel 34,0,0,0,0,false,false,false,false
ezekiel-35-36-edom-judged-and-israel-renewed,Old Testament,Ezekiel,35,Ezekiel 35; Ezekiel 36,2,0,1,1,true,false,true,true
ezekiel-35-36-edom-judged-and-the-new-heart-promised,Old Testament,Ezekiel,35,Ezekiel 35; Ezekiel 36,2,0,1,1,true,false,true,true
ezekiel-37-dry-bones-and-one-stick,Old Testament,Ezekiel,37,Ezekiel 37,1,0,1,1,false,false,true,false
ezekiel-38-39-gog-and-magog,Old Testament,Ezekiel,38,Ezekiel 38; Ezekiel 39,0,0,0,0,false,false,false,false
ezekiel-4-5-sign-acts-of-siege-and-judgment,Old Testament,Ezekiel,4,Ezekiel 4; Ezekiel 5,0,0,0,0,false,false,false,false
ezekiel-40-42-visionary-temple-measured,Old Testament,Ezekiel,40,Ezekiel 40; Ezekiel 41; Ezekiel 42,0,0,0,0,false,false,false,false
ezekiel-43-44-glory-returns-and-priestly-holiness,Old Testament,Ezekiel,43,Ezekiel 43; Ezekiel 44,1,0,1,1,true,false,true,true
ezekiel-45-46-holy-portion-and-worship-order,Old Testament,Ezekiel,45,Ezekiel 45; Ezekiel 46,0,0,0,0,false,false,false,false
ezekiel-47-48-river-of-life-and-restored-inheritance,Old Testament,Ezekiel,47,Ezekiel 47; Ezekiel 48,1,0,1,1,true,false,true,true
ezekiel-47-48-river-of-life-and-the-lord-is-there,Old Testament,Ezekiel,47,Ezekiel 47; Ezekiel 48,1,0,1,1,true,false,true,true
ezekiel-6-7-judgment-on-mountains-and-land,Old Testament,Ezekiel,6,Ezekiel 6; Ezekiel 7,0,0,0,0,false,false,false,false
ezekiel-8-11-temple-abominations-and-departing-glory,Old Testament,Ezekiel,8,Ezekiel 8; Ezekiel 9; Ezekiel 10; Ezekiel 11,0,0,0,0,false,false,false,false
ezra-1-2-cyrus-decree-and-the-first-return,Old Testament,Ezra,1,Ezra 1; Ezra 2,0,0,0,0,false,false,false,false
ezra-10-covenant-correction-and-guarded-interpretation,Old Testament,Ezra,10,Ezra 10,0,0,0,0,false,false,false,false
ezra-3-altar-worship-and-the-temple-foundation,Old Testament,Ezra,3,Ezra 3,0,0,0,0,false,false,false,false
ezra-4-opposition-to-rebuilding,Old Testament,Ezra,4,Ezra 4,0,0,0,0,false,false,false,false
ezra-5-6-prophets-encourage-and-the-temple-is-completed,Old Testament,Ezra,5,Ezra 5; Ezra 6,0,0,0,0,false,false,false,false
ezra-7-ezra-the-priest-and-scribe-arrives,Old Testament,Ezra,7,Ezra 7,0,0,0,0,false,false,false,false
ezra-8-the-journey-and-the-entrusted-vessels,Old Testament,Ezra,8,Ezra 8,0,0,0,0,false,false,false,false
ezra-9-intercession-and-corporate-confession,Old Testament,Ezra,9,Ezra 9,0,0,0,0,false,false,false,false
genesis-1-creation-and-the-image-of-god,Old Testament,Genesis,1,Genesis 1,1,0,1,1,true,false,true,true
genesis-10-11-nations-babel-and-the-call-prepared,Old Testament,Genesis,10,Genesis 10; Genesis 11,0,0,0,0,false,false,false,false
genesis-12-abram-called-and-the-promise-to-all-nations,Old Testament,Genesis,12,Genesis 12,0,0,0,0,false,false,false,false
genesis-13-14-separation-lot-war-and-melchizedek,Old Testament,Genesis,13,Genesis 13; Genesis 14,1,0,1,1,true,false,true,false
genesis-15-covenant-faith-and-the-smoking-furnace,Old Testament,Genesis,15,Genesis 15,0,0,0,0,false,false,false,false
genesis-16-17-hagar-ishmael-circumcision-and-the-covenant-name,Old Testament,Genesis,16,Genesis 16; Genesis 17,0,0,0,0,false,false,false,false
genesis-18-the-lord-visits-abraham-and-intercession-for-sodom,Old Testament,Genesis,18,Genesis 18,2,0,2,1,true,false,true,false
genesis-19-sodom-judgment-rescue-and-tragic-aftermath,Old Testament,Genesis,19,Genesis 19,1,0,1,1,false,false,true,false
genesis-2-eden-marriage-and-the-breath-of-life,Old Testament,Genesis,2,Genesis 2,1,0,1,1,true,false,true,true
genesis-20-21-abimelech-isaac-born-and-hagar-comforted,Old Testament,Genesis,20,Genesis 20; Genesis 21,0,0,0,0,false,false,false,false
genesis-22-the-binding-of-isaac,Old Testament,Genesis,22,Genesis 22,3,0,2,1,true,false,true,true
genesis-23-24-sarah-s-burial-and-isaac-s-bride,Old Testament,Genesis,23,Genesis 23; Genesis 24,3,0,2,2,true,false,true,false
genesis-25-26-generations-esau-jacob-and-isaac-s-sojourning,Old Testament,Genesis,25,Genesis 25; Genesis 26,0,0,0,0,false,false,false,false
genesis-27-jacob-esau-and-the-stolen-blessing,Old Testament,Genesis,27,Genesis 27,1,0,1,1,false,false,true,false
genesis-28-jacob-s-ladder-and-bethel,Old Testament,Genesis,28,Genesis 28,2,0,2,1,false,false,true,false
genesis-29-30-jacob-leah-rachel-and-the-children-of-israel,Old Testament,Genesis,29,Genesis 29; Genesis 30,0,0,0,0,false,false,false,false
genesis-3-the-fall-and-the-first-promise,Old Testament,Genesis,3,Genesis 3,1,0,1,1,true,false,true,true
genesis-31-jacob-leaves-laban,Old Testament,Genesis,31,Genesis 31,0,0,0,0,false,false,false,false
genesis-32-jacob-wrestles-and-becomes-israel,Old Testament,Genesis,32,Genesis 32,1,0,1,1,false,false,true,false
genesis-33-34-reconciliation-with-esau-and-the-defilement-at-shechem,Old Testament,Genesis,33,Genesis 33; Genesis 34,0,0,0,0,false,false,false,false
genesis-35-36-return-to-bethel-rachel-s-death-and-esau-s-line,Old Testament,Genesis,35,Genesis 35; Genesis 36,0,0,0,0,false,false,false,false
genesis-37-joseph-betrayed-by-his-brothers,Old Testament,Genesis,37,Genesis 37,0,0,0,0,false,false,false,false
genesis-38-judah-tamar-and-hidden-righteousness,Old Testament,Genesis,38,Genesis 38,0,0,0,0,false,false,false,false
genesis-39-41-joseph-in-egypt-prison-and-exaltation,Old Testament,Genesis,39,Genesis 39; Genesis 40; Genesis 41,0,0,0,0,false,false,false,false
genesis-4-cain-abel-and-the-wound-of-worship,Old Testament,Genesis,4,Genesis 4,0,0,0,0,false,false,false,false
genesis-42-45-joseph-tests-and-reveals-himself,Old Testament,Genesis,42,Genesis 42; Genesis 43; Genesis 44; Genesis 45,0,0,0,0,false,false,false,false
genesis-46-47-israel-goes-down-to-egypt,Old Testament,Genesis,46,Genesis 46; Genesis 47,0,0,0,0,false,false,false,false
genesis-48-jacob-blesses-ephraim-and-manasseh,Old Testament,Genesis,48,Genesis 48,1,0,1,1,true,false,true,false
genesis-49-jacob-blesses-the-twelve-tribes,Old Testament,Genesis,49,Genesis 49,1,0,1,1,false,false,true,false
genesis-5-adam-s-generations-and-the-hope-of-enoch,Old Testament,Genesis,5,Genesis 5,0,0,0,0,false,false,false,false
genesis-50-joseph-forgives-and-genesis-ends-in-hope,Old Testament,Genesis,50,Genesis 50,2,0,2,1,false,false,true,false
genesis-6-8-noah-the-ark-flood-and-new-beginning,Old Testament,Genesis,6,Genesis 6; Genesis 7; Genesis 8,1,0,1,1,true,false,true,false
genesis-9-covenant-with-noah-and-the-bow-in-the-clouds,Old Testament,Genesis,9,Genesis 9,1,0,1,1,true,false,true,false
habakkuk-1-the-prophet-complains-and-god-answers,Old Testament,Habakkuk,1,Habakkuk 1,0,0,0,0,false,false,false,false
habakkuk-2-the-just-shall-live-by-faith,Old Testament,Habakkuk,2,Habakkuk 2,0,0,0,0,false,false,false,false
habakkuk-3-prayer-theophany-and-rejoicing-without-visible-deliverance,Old Testament,Habakkuk,3,Habakkuk 3,1,0,1,1,true,false,true,false
haggai-1-consider-your-ways-and-rebuild-the-house,Old Testament,Haggai,1,Haggai 1,0,0,0,0,false,false,false,false
haggai-2-greater-glory-holiness-and-the-shaking-of-nations,Old Testament,Haggai,2,Haggai 2,0,0,0,0,false,false,false,false
hosea-1-3-covenant-love-and-wounded-marriage,Old Testament,Hosea,1,Hosea 1; Hosea 2; Hosea 3,1,0,1,1,true,false,true,false
hosea-11-out-of-egypt-i-called-my-son,Old Testament,Hosea,11,Hosea 11,2,0,1,1,true,false,true,true
hosea-12-13-wrestling-memory-and-death,Old Testament,Hosea,12,Hosea 12; Hosea 13,0,0,0,0,false,false,false,false
hosea-14-return-o-israel,Old Testament,Hosea,14,Hosea 14,0,0,0,0,false,false,false,false
hosea-4-5-no-knowledge-of-god,Old Testament,Hosea,4,Hosea 4; Hosea 5,5,0,1,1,true,false,true,true
hosea-6-on-the-third-day-he-will-raise-us-up,Old Testament,Hosea,6,Hosea 6,2,0,1,1,true,false,true,false
hosea-7-8-half-baked-repentance-and-sown-wind,Old Testament,Hosea,7,Hosea 7; Hosea 8,0,0,0,0,false,false,false,false
hosea-9-10-fruit-for-the-self,Old Testament,Hosea,9,Hosea 9; Hosea 10,3,0,1,1,true,false,true,true
isaiah-1-vision-of-sinful-judah,Old Testament,Isaiah,1,Isaiah 1,3,0,2,1,true,false,true,false
isaiah-13-14-babylon-and-the-fallen-tyrant,Old Testament,Isaiah,13,Isaiah 13; Isaiah 14,2,0,2,1,true,false,true,false
isaiah-15-16-oracle-concerning-moab,Old Testament,Isaiah,15,Isaiah 15; Isaiah 16,0,0,0,0,false,false,false,false
isaiah-17-18-damascus-cush-and-the-nations,Old Testament,Isaiah,17,Isaiah 17; Isaiah 18,0,0,0,0,false,false,false,false
isaiah-19-20-egypt-humbled-and-healed,Old Testament,Isaiah,19,Isaiah 19; Isaiah 20,1,0,1,1,true,false,true,false
isaiah-2-4-zion-judgment-and-the-branch,Old Testament,Isaiah,2,Isaiah 2; Isaiah 3; Isaiah 4,3,0,2,1,true,false,true,true
isaiah-21-23-watchman-desert-and-tyre,Old Testament,Isaiah,21,Isaiah 21; Isaiah 22; Isaiah 23,0,0,0,0,false,false,false,false
isaiah-24-27-apocalypse-feast-and-resurrection-hope,Old Testament,Isaiah,24,Isaiah 24; Isaiah 25; Isaiah 26; Isaiah 27,5,0,3,2,true,false,true,false
isaiah-28-29-woe-to-pride-and-blind-worship,Old Testament,Isaiah,28,Isaiah 28; Isaiah 29,4,0,2,1,true,false,true,false
isaiah-30-31-woe-to-egypt-trust,Old Testament,Isaiah,30,Isaiah 30; Isaiah 31,1,0,1,1,true,false,true,true
isaiah-32-33-righteous-king-and-zion-security,Old Testament,Isaiah,32,Isaiah 32; Isaiah 33,0,0,0,0,false,false,false,false
isaiah-34-35-judgment-and-holy-way,Old Testament,Isaiah,34,Isaiah 34; Isaiah 35,0,0,0,0,false,false,false,false
isaiah-36-39-hezekiah-assyria-and-babylon,Old Testament,Isaiah,36,Isaiah 36; Isaiah 37; Isaiah 38; Isaiah 39,2,0,2,1,true,false,true,false
isaiah-40-comfort-my-people,Old Testament,Isaiah,40,Isaiah 40,3,0,2,1,true,false,true,true
isaiah-41-42-servant-and-deliverance,Old Testament,Isaiah,41,Isaiah 41; Isaiah 42,1,0,1,1,false,false,true,false
isaiah-43-44-new-exodus-and-true-god,Old Testament,Isaiah,43,Isaiah 43; Isaiah 44,1,0,1,1,false,false,true,false
isaiah-45-46-cyrus-and-the-lord-alone,Old Testament,Isaiah,45,Isaiah 45; Isaiah 46,2,0,2,1,true,false,true,false
isaiah-47-48-babylon-falls-and-israel-called,Old Testament,Isaiah,47,Isaiah 47; Isaiah 48,3,0,2,1,true,true,true,true
isaiah-49-50-servant-mission-and-obedience,Old Testament,Isaiah,49,Isaiah 49; Isaiah 50,5,0,2,1,true,false,true,false
isaiah-49-servant-light-to-the-nations-and-zion-remembered,Old Testament,Isaiah,49,Isaiah 49,1,0,1,1,false,false,true,false
isaiah-5-the-vineyard-song,Old Testament,Isaiah,5,Isaiah 5,3,0,2,1,true,false,true,false
isaiah-50-the-obedient-suffering-servant,Old Testament,Isaiah,50,Isaiah 50,4,0,1,1,true,false,true,false
isaiah-51-52-zion-awake-and-good-news,Old Testament,Isaiah,51,Isaiah 51; Isaiah 52,2,0,1,1,true,false,true,false
isaiah-53-the-suffering-servant,Old Testament,Isaiah,53,Isaiah 53,2,0,1,1,true,false,true,false
isaiah-54-55-covenant-mercy-and-invitation,Old Testament,Isaiah,54,Isaiah 54; Isaiah 55,1,0,1,1,true,false,true,true
isaiah-54-barren-zion-and-covenant-peace,Old Testament,Isaiah,54,Isaiah 54,0,0,0,0,false,false,false,false
isaiah-55-come-to-the-waters-and-the-everlasting-covenant,Old Testament,Isaiah,55,Isaiah 55,1,0,1,1,true,false,true,true
isaiah-56-57-inclusion-and-false-worship,Old Testament,Isaiah,56,Isaiah 56; Isaiah 57,1,0,1,1,true,false,true,true
isaiah-58-59-true-fasting-and-intercession,Old Testament,Isaiah,58,Isaiah 58; Isaiah 59,4,0,2,1,true,false,true,true
isaiah-6-isaiah-call,Old Testament,Isaiah,6,Isaiah 6,1,0,1,1,false,false,true,false
isaiah-60-62-zion-glory-and-anointed-good-news,Old Testament,Isaiah,60,Isaiah 60; Isaiah 61; Isaiah 62,1,0,1,1,true,false,true,true
isaiah-63-64-divine-warrior-and-communal-lament,Old Testament,Isaiah,63,Isaiah 63; Isaiah 64,1,0,1,1,true,false,true,false
isaiah-65-66-new-heavens-new-earth-and-final-worship,Old Testament,Isaiah,65,Isaiah 65; Isaiah 66,1,0,1,1,false,false,true,false
isaiah-7-8-immanuel-and-assyrian-threat,Old Testament,Isaiah,7,Isaiah 7; Isaiah 8,1,0,1,1,false,false,true,false
isaiah-9-12-messianic-light-and-thanksgiving,Old Testament,Isaiah,9,Isaiah 9; Isaiah 10; Isaiah 11; Isaiah 12,2,0,2,1,true,false,true,false
jeremiah-1-jeremiah-called,Old Testament,Jeremiah,1,Jeremiah 1,0,0,0,0,false,false,false,false
jeremiah-10-idols-and-the-living-god,Old Testament,Jeremiah,10,Jeremiah 10,0,0,0,0,false,false,false,false
jeremiah-11-12-covenant-betrayal-and-the-innocent-lamb,Old Testament,Jeremiah,11,Jeremiah 11; Jeremiah 12,1,0,1,1,true,false,true,false
jeremiah-13-the-ruined-linen-girdle-and-bright-saturday-warning,Old Testament,Jeremiah,13,Jeremiah 13,1,0,1,1,true,false,true,false
jeremiah-14-15-drought-intercession-and-prophetic-anguish,Old Testament,Jeremiah,14,Jeremiah 14; Jeremiah 15,0,0,0,0,false,false,false,false
jeremiah-16-17-life-as-sign-and-the-heart-examined,Old Testament,Jeremiah,16,Jeremiah 16; Jeremiah 17,1,0,1,1,true,false,true,true
jeremiah-16-life-as-sign-exile-and-the-nations-turning-from-idols,Old Testament,Jeremiah,16,Jeremiah 16,1,0,1,1,true,false,true,true
jeremiah-17-trust-the-deep-heart-and-sabbath-at-the-gates,Old Testament,Jeremiah,17,Jeremiah 17:5-27,0,0,0,0,false,false,false,false
jeremiah-18-20-potter-broken-vessel-and-pashhur,Old Testament,Jeremiah,18,Jeremiah 18; Jeremiah 19; Jeremiah 20,0,0,0,0,false,false,false,false
jeremiah-2-3-israel-forsakes-the-lord,Old Testament,Jeremiah,2,Jeremiah 2; Jeremiah 3,0,0,0,0,false,false,false,false
jeremiah-21-23-kings-shepherds-and-righteous-branch,Old Testament,Jeremiah,21,Jeremiah 21; Jeremiah 22; Jeremiah 23,1,0,1,1,true,false,true,false
jeremiah-24-25-figs-and-seventy-years,Old Testament,Jeremiah,24,Jeremiah 24; Jeremiah 25,0,0,0,0,false,false,false,false
jeremiah-26-29-prophetic-conflict-and-letters-to-exiles,Old Testament,Jeremiah,26,Jeremiah 26; Jeremiah 27; Jeremiah 28; Jeremiah 29,0,0,0,0,false,false,false,false
jeremiah-30-31-book-of-consolation-and-new-covenant,Old Testament,Jeremiah,30,Jeremiah 30; Jeremiah 31,1,0,1,1,true,false,true,false
jeremiah-32-33-field-purchased-and-promise-renewed,Old Testament,Jeremiah,32,Jeremiah 32; Jeremiah 33,0,0,0,0,false,false,false,false
jeremiah-34-36-broken-promises-and-the-burned-scroll,Old Testament,Jeremiah,34,Jeremiah 34; Jeremiah 35; Jeremiah 36,0,0,0,0,false,false,false,false
jeremiah-37-39-siege-prison-and-fall-of-jerusalem,Old Testament,Jeremiah,37,Jeremiah 37; Jeremiah 38; Jeremiah 39,0,0,0,0,false,false,false,false
jeremiah-4-return-and-the-circumcised-heart,Old Testament,Jeremiah,4,Jeremiah 4,0,0,0,0,false,false,false,false
jeremiah-40-41-after-the-fall,Old Testament,Jeremiah,40,Jeremiah 40; Jeremiah 41,0,0,0,0,false,false,false,false
jeremiah-42-44-flight-to-egypt,Old Testament,Jeremiah,42,Jeremiah 42; Jeremiah 43; Jeremiah 44,1,0,1,1,true,false,true,false
jeremiah-45-baruch,Old Testament,Jeremiah,45,Jeremiah 45,0,0,0,0,false,false,false,false
jeremiah-46-49-oracles-against-the-nations,Old Testament,Jeremiah,46,Jeremiah 46; Jeremiah 47; Jeremiah 48; Jeremiah 49,0,0,0,0,false,false,false,false
jeremiah-5-searching-for-faithfulness,Old Testament,Jeremiah,5,Jeremiah 5,0,0,0,0,false,false,false,false
jeremiah-50-51-babylon-judged,Old Testament,Jeremiah,50,Jeremiah 50; Jeremiah 51,0,0,0,0,false,false,false,false
jeremiah-52-jerusalem-destroyed,Old Testament,Jeremiah,52,Jeremiah 52,0,0,0,0,false,false,false,false
jeremiah-6-false-peace-and-the-old-paths,Old Testament,Jeremiah,6,Jeremiah 6,0,0,0,0,false,false,false,false
jeremiah-7-temple-sermon,Old Testament,Jeremiah,7,Jeremiah 7,1,0,1,1,true,false,true,true
jeremiah-8-refused-repentance-and-no-balm-in-gilead,Old Testament,Jeremiah,8,Jeremiah 8,1,0,1,1,true,false,true,true
jeremiah-9-lament-and-knowing-the-lord,Old Testament,Jeremiah,9,Jeremiah 9,3,0,1,1,true,false,true,true
job-1-2-the-righteous-sufferer-tested,Old Testament,Job,1,Job 1; Job 2,1,0,1,2,false,false,true,false
job-11-14-zophar-and-job-hope-beyond-death,Old Testament,Job,11,Job 11; Job 12; Job 13; Job 14,2,0,2,1,true,false,true,true
job-15-17-second-cycle-begins,Old Testament,Job,15,Job 15; Job 16; Job 17,1,0,1,1,false,false,true,false
job-18-21-wickedness-debate,Old Testament,Job,18,Job 18; Job 19; Job 20; Job 21,1,0,1,1,false,false,true,false
job-22-24-eliphaz-accuses-and-job-seeks-god,Old Testament,Job,22,Job 22; Job 23; Job 24,2,0,2,1,true,false,true,true
job-25-28-wisdom-hidden-with-god,Old Testament,Job,25,Job 25; Job 26; Job 27; Job 28,4,0,2,1,true,false,true,true
job-29-31-job-final-defense,Old Testament,Job,29,Job 29; Job 30; Job 31,2,0,2,1,true,false,true,true
job-3-job-lament,Old Testament,Job,3,Job 3,0,0,0,0,false,false,false,false
job-32-34-elihu-begins,Old Testament,Job,32,Job 32; Job 33; Job 34,1,0,1,1,false,false,true,false
job-35-37-elihu-on-god-majesty,Old Testament,Job,35,Job 35; Job 36; Job 37,1,0,1,1,false,false,true,false
job-38-39-the-lord-answers-from-the-whirlwind,Old Testament,Job,38,Job 38; Job 39,1,0,1,1,false,false,true,false
job-4-7-first-speeches-eliphaz-and-job,Old Testament,Job,4,Job 4; Job 5; Job 6; Job 7,0,0,0,0,false,false,false,false
job-40-41-behemoth-and-leviathan,Old Testament,Job,40,Job 40; Job 41,1,0,1,1,false,false,true,false
job-42-repentance-intercession-and-restoration,Old Testament,Job,42,Job 42,1,0,1,1,false,false,true,false
job-8-10-bildad-and-job-answer,Old Testament,Job,8,Job 8; Job 9; Job 10,0,0,0,0,false,false,false,false
joel-1-locusts-and-lament,Old Testament,Joel,1,Joel 1,1,0,1,1,true,false,true,true
joel-2-trumpet-fasting-and-the-poured-out-spirit,Old Testament,Joel,2,Joel 2,2,0,2,2,true,false,true,true
joel-3-spirit-and-judgment,Old Testament,Joel,3,Joel 3,1,0,1,1,false,false,true,false
